codigo_articulo,grupo,subgrupo,descripcion,unidad_medida
0604011,06,04,"CONEXIÓN, RAPIDA, MATERIAL LATÓN, ENTRADA 1/4"" MACHO, MODELO EC-04-04-MP, GATES, CUERDA NPT",PC
0604012,06,04,"CONEXIÓN, RAPIDA, ENTRADA 1/4"" COPLE HEMBRA, MODELO CR-04-04-FP, GATES",PC
0604013,06,04,"JUEGO DE PISTOLA, SOPLETEADORA, MODELO 19077, TRUPER, CON 5 BOQUILLAS, CLAVE: JAN-5",PC
0604014,06,04,"CONEXIÓN RÁPIDA, TIPO C-200, DIAMETRO 2"", MATERIAL ACERO INOXIDABLE, CAMLOCK, ACOPLE HEMBA X ESPIGA DE MANGUERA",PC
0604015,06,04,"CONEXIÓN RÁPIDA, TIPO A-200, DIAMETRO 2"", MATERIAL ACERO INOXIDABLE, CAMLOCK, ADAPTADOR MACHO X HEMBRA NPT",PC
0604016,06,04,"CONEXIÓN RÁPIDA, TIPO C-100, DIAMETRO 1"", MATERIAL ACERO INOXIDABLE, CAMLOCK, ACOPLE HEMBRA X ESPIGA DE MANGUERA",PC
0604017,06,04,"CONEXIÓN RÁPIDA, TIPO A-100, DIAMETRO 1"", MATERIAL ACERO INOXIDABLE, CAMLOCK, ADAPTADOR MACHO X HEMBRA NPT",PC
0604018,06,04,"CONEXION, 2 GARRA CON ESPIGA, DIAMETRO 1"", MATERIAL HIERRO MALEABLE, MODELO AM-11, CHIPAXA",PC
0604019,06,04,"CONECTOR, CAMPANA, DIAMETRO 1/4""",PC
0604020,06,04,"CONECTOR, CAMPANA, DIAMETRO 3/8""",PC
0604021,06,04,"CONEXION, BINKS, DIAMETRO 1/4"" X 1/4"", MODELO 72-1303, BINKS",PC
0604022,06,04,"CONEXION, BINKS, DIAMETRO 3/8"" - 3/8"", MODELO 72-1328, BINKS, CUERDA NPT",PC
0604023,06,04,"CAMLOCK CONEXIÓN RÁPIDA, TIPO F (F-200), DIAMETRO 2"", MATERIAL ALUMINIO, ENTRADA MACHO X ROSCA MACHO",PC
0604024,06,04,"CAMLOCK CONEXIÓN RÁPIDA, TIPO F (F-100), DIAMETRO 1"", MATERIAL ALUMINIO, ENTRADA MACHO X ROSCA MACHO",PC
0604025,06,04,"CAMLOCK CONEXIÓN RÁPIDA, TIPO F (F-200), DIAMETRO 2"", MATERIAL ACERO INOXIDABLE, ENTRADA MACHO X ROSCA MACHO",PC
0604026,06,04,"CAMLOCK CONEXIÓN RÁPIDA, TIPO F (F-100), DIAMETRO 1"", MATERIAL ACERO INOXIDABLE, ENTRADA MACHO X ROSCA MACHO",PC
0604027,06,04,"JUEGO DE CONECTORES RAPIDOS Y UN COPLE, PARA COMPRESOR, DIAMETRO 1/4"", MATERIAL LATÓN Y ACERO, ENTRADA NPT, MODELO W-70480, WESTON, HEMBRA Y MACHO",PC
0604028,06,04,"JUEGO DE 20 ACCESORIOS, PARA COMPRESOR DE AIRE, MODELO 123762, HUSKY",PC
0604029,06,04,"CONEXIÓN CRIMPABLE, HIDRÁULICA DE ALTA PRESIÓN, DIAMETRO 5/8"", MODELO FK10-10FJ, COVALCA",PC
0604030,06,04,"ADAPTADOR, CODO 90°, DIAMETRO 5/8"", FLARED 37° X HEMBRA FLARED 37°",PC
0604031,06,04,"ADAPTADOR, MACHO MACHO RECTO, PARA MANGUERA HIDRÁULICO",PC
0604032,06,04,"ADAPTADOR, MACHO, JIC 37° 1 X MACHO BSP 1",PC
0604033,06,04,"SOLDADURA ELÉCTRICA, PARA CONEXIÓNES CRIMPABLE",PC
0604034,06,04,"CONEXION PARA MANGUERA, FERRULE, DIAMETRO 1/4"", MATERIAL ACERO AL CARBON, MODELO 0562 IC, WESTERN, 1"" LARGO MCA",PC
0604035,06,04,"CONEXION GIRATORIA DE ACAMPANADA, JIC 37° HEMBRA, DIAMETRO 2"", MATERIAL ACERO, MODELO 32C5-32RFJX",PC
0604036,06,04,"CONEXION COMPUERTAS, TUBO MACHO, DIAMETRO 2"", MATERIAL ACERO, ENTRADA NPTF, MODELO 32C5-32RM",PC
0604037,06,04,"CONEXIÓN RAPIDA, A-200, DIAMETRO 3"", MATERIAL BRONCE, CAMLOCK, ADAPTADOR MACHO X HEMBRA NPT",PC
0604038,06,04,"ADAPTADOR, DIAMETRO 2 1/2"", MATERIAL FABRICADO EN BRONCE, ASTM B62, ENTRADA MACHO NPT X MACHO NHT, (ALEACIÓN UNS C92200)",PC
0604039,06,04,"ADAPTADOR, DIAMETRO 1 1/2"", MATERIAL FABRICADO EN BRONCE, ASTM B62, ENTRADA MACHO NPT X MACHO NHT, (ALEACIÓN UNS C92200)",PC
0604040,06,04,"VALVULA SIAMESA, ESFERICA, DIAMETRO ENTRADA HEMBRA 2.5'' X SALIDA MACHO 1.5'', MATERIAL BRONCE, MODELO A99X001, GIACOMINI, CUERDA NST (NH)",PC
0604041,06,04,"CONEXION RAPIDA, INDUSTRIAL, DIAMETRO 1/4"", MATERIAL ACERO NIQUELADO, ENTRADA HEMBRA",PC
0604042,06,04,"CONEXION RAPIDA, INDUSTRIAL, DIAMETRO 1/4"", MATERIAL ACERO NIQUELADO, ENTRADA MACHO",PC
0604043,06,04,"CONEXION PARA MANGUERA, DIAMETRO 1/4"", MATERIAL LATON, MODELO 72-1303, DEVILBISS",PC
0604044,06,04,"CONEXION PARA MANGUERA, DIAMETRO 1/4"", MATERIAL LATON, MODELO 72-1325, DEVILBISS",PC
0604045,06,04,"CONEXION PARA MANGUERA, DIAMETRO 3/8"", MATERIAL LATON, MODELO 72-1328, DEVILBISS",PC
0604046,06,04,"Conector reutilizable Gates, DIAMETRO Manguera 7/8 - MNPT 1"", MODELO 16C5-16RMP - G34100-1616 Hydraulic Hose Fitting",PC
0604047,06,04,"Conector reutilizable giratorio, ENTRADA Manguera 7/8 - JIC 37° Flare, MODELO 16C5-16RFJX - G34170-1616 Hydraulic Hose Fitting, Gates",PC
0604048,06,04,"Conector reutilizable, ENTRADA Manguera 1 13/16 - MNPT 2"", MODELO 32C5-32RMP - G34100-3232 Hydraulic Hose Fitting, Gates",PC
0604049,06,04,"Conector reutilizable giratorio, ENTRADA Manguera 1 13/16 - JIC 37° Flare, MODELO 32C5-32RFJX - G34170-3232 Hydraulic Hose Fitting, Gates",PC
0604050,06,04,"CONEXION, GARRA CON ESPIGA, DIAMETRO 1/4""",PC
0604051,06,04,"CONEXION RAPIDA, DE MUELA, DIAMETRO 1/2""",PC
0604052,06,04,"CONEXION COMPUERTAS, HEMBRA, DIAMETRO 2"", ACERO, ENTRADA JIC, MODELO 32C5-32RFJX, PARA MANGUERA",PC
0604053,06,04,"ADAPTADOR DE ENTRADA DE AGUA PARA HIDRO LAVADORA ELÉCTRICA AUTO DRIVE, CONEXIÓN ROSCA MACHO 3/4” GHT (GARDEN HOSE THREAD), ROSCA EXTENDIDA PARA PUERTO INTERNO PROFUNDO",PC
0604054,06,04,"VALVULA, SIAMESA, DIAMETRO 2 1/2"" a 1 1/2"", MATERIAL BRONCE FUNDIDO, ACABADO ROJO, CONEXION ESTANDAR",PC
0604055,06,04,"CONEXION RAPIDA TIPO C, HEMBRA, DIAMETRO 3"", MATERIAL ALUMINIO",PC
0604056,06,04,"CONEXION RAPIDA TIPO A, MACHO, DIAMETRO 3"", MATERIAL ALUMINIO",PC
0604057,06,04,"CONEXION RAPIDA TIPO C, HEMBRA, DIAMETRO 2"", MATERIAL ALUMINIO",PC
0604058,06,04,"CONEXION RAPIDA TIPO MACHO, DIAMETRO 2"", MATERIAL ALUMINIO",PC
0604059,06,04,"ADAPTADOR, DIAMETRO 32MJ-32MP",PC
0604060,06,04,"ADAPTADOR, DIAMETRO 16MJ-16MP",PC
0604061,06,04,"CONEXION RAPIDA DE AIRE, MACHO A HEMBRA NPT, DIAMETRO 1/4 PULGADAS, MATERIAL ACERO NIQUELADO",PC
0604062,06,04,"CONEXION RAPIDA DE AIRE, MACHO A MACHO NPT, DIAMETRO 1/4 PULGADAS, MATERIAL ACERO NIQUELADO",PC
0604063,06,04,"ADAPTADOR RECTO, JIC 37°, DIAMETRO 2"" A NPT MACHO  2"", MATERIAL ACERO AL CARBÓN, EQUIVALENCIA GATES: 32MJ-32MP",PC
0604064,06,04,"ADAPTADOR RECTO, JIC 37°, DIAMETRO 1"" A NPT MACHO  1"",, MATERIAL ACERO AL CARBÓN, GATES: 16MJ-16MP",PC
0604065,06,04,"CONECTOR JIC, REUSABLE, DIAMETRO 2"", MATERIAL ACERO AL CARBÓN, PARA MANGUERA 1 - 13/16""",PC
0604066,06,04,"CONECTOR NPT, REUSABLE, DIAMETRO 2"", MATERIAL ACERO AL CARBÓN, PARA MANGUERA DE 1 - 13/16""",PC
0604067,06,04,"CONECTOR JIC, REUSABLE, DIAMETRO 1 1/2"", MATERIAL ACERO AL CARBÓN, PARA MANGUERA 1-3/8""""",PC
0604068,06,04,"CONECTOR NPT, REUSABLE, DIAMETRO 1-1/2"", MATERIAL ACERO AL CARBÓN, PARA MANGUERA 1-3/8""",PC
0604069,06,04,"CONECTOR JIC, REUTILIZABLE, DIAMETRO 1"", MATERIAL ACERO AL CARBÓN, PARA MANGUERA (13/16""",PC
0604070,06,04,"CONECTOR NPT, REUSABLE, DIAMETRO 1"", MATERIAL ACERO AL CARBÓN, PARA MANGUERA 13/16""",PC
0604071,06,04,"CONEXION RAPIDA, PARTE DC, DIAMETRO 3"", MATERIAL BRONCE, MODELO DC300, (TAPA PARA TOMA DE UPV)",PC
0604072,06,04,"ESPIGA, NEUMATICA, DE 1 MANG A 1 M, ENTRADA NPT RECTA",PC
0604073,06,04,CONEXION DE ALUMINIO PARTE C DE 1,PC
0604074,06,04,CONEXION TIPO TEE HEMBRA NPTF 1,PC
0604075,06,04,CONEXION DE ALUMINIO PARTE E DE,PC
0604076,06,04,PISTOLA CUENTA LITROS AUTOMATICA COMBUSTIBLE DIESEL-GASOLINA,PC
0604077,06,04,"NIPLE TERMINAL MACHO, DIAMETRO 1/2"", MATERIAL LATÓN, MODELO 48F-8-8",PC
0604078,06,04,"CONEXIÓN ESPIGA PUSH LOCK, DIAMETRO 1/2"", MATERIAL LATÓN, ENTRADA HEMBRA GIRATORIA 1/2"" JIC 37º / SAE 45º, MODELO 8LOC-8RFJX",PC
0604079,06,04,[32C5-32RFJX]Conexion para Manguera,PC
0604080,06,04,[32C5-32RMP] Conexión Para Manguera,PC
0604081,06,04,[32MJ-32MJ]Conexion,PC
0604082,06,04,[HNRB 7551]REDUCC. BUSH. NEGRA 75A51MM,PC
0604083,06,04,[24C5-24RFJX] Conexión para manguera,PC
0604084,06,04,[24C5-24RMP] Conexion para Manguera,PC
0604085,06,04,[24MJ-24MP90] Conexión para Manguera,PC
0604086,06,04,"CONEXION RAPIDA, PARTE D, DIAMETRO 2"", MATERIAL ALUMINIO, MODELO D200",PC
0604087,06,04,"CONEXION RAPIDA, PARTE F, DIAMETRO 2"", MATERIAL ALUMINIO, MODELO F200",PC
0604088,06,04,"CONEXION RAPIDA, PARTE D, DIAMETRO 3"", MATERIAL ALUMINIO, MODELO D300",PC
0604089,06,04,"CONEXION RAPIDA, PARE F, DIAMETRO 3"", MATERIAL ALUMINIO, MODELO F300",PC
0604090,06,04,"ESPIGA NEUMATICA DE 1"" MANG A 1"" H.G.JIC RECTA",PC
0604091,06,04,"ADAPTADOR A 90° NIPLE MACHO JIC 37 DE 1"" A MACHO NPT 1""",PC
0604092,06,04,"ADAPTADOR NIPLE MACHO JIC 37 DE 1"" A MACHO NPT 1""",PC
0604093,06,04,ADAPTADOR BUSHING REDUCCION DE 2 M NPT A 1 H NPT,PC
0604094,06,04,"ADAPTADOR NIPLE MACHO NPT DE 1"" A MACHO NPT 1""",PC
0604095,06,04,"ADAPTADOR BUSHING REDUCCION DE 1 M NPT A 3/4"" H NPT",PC
0604096,06,04,"ESPIGA NEUMATICA DE 1/2"" MANG A 1/2"" H G.JIC RECTA",PC
0604097,06,04,"ADAPTADOR NIPLE MACHO JIC 37 DE 1/2"" A MACHO NPT 1/2""",PC
0701001,07,01,"VALVULA DE COMPUERTA, DIAMETRO 4"", CLASE 150, EXTREMOS, BRIDADOS, RF, MATERIAL CUERPO ACERO AL CARBON, ASTM A-216 Gr. WCB, VASTAGO, TRIM 8, OPERADA CON VOLANTE, NACE MR0175",PC
0701002,07,01,"VALVULA DE COMPUERTA, DIAMETRO 3"", CLASE 600, EXTREMOS, BRIDADOS, RF, MATERIAL CUERPO ACERO AL CARBON, ASTM A-216 GR.WCB, VASTAGO, TRIM 8, OPERADA CON VOLANTE, NACE MR0175",PC
0701003,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 3/4"", CLASE CLASE  800#, EXTREMOS EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, PUERTO COMPLETO, BONNET BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 602",PC
0701004,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 3/4"", CLASE CLASE  1500#, EXTREMOS EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, PUERTO COMPLETO, BONNET BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 602",PC
0701005,07,01,"VALVULA DE COMPUERTA, VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 1"", CLASE CLASE  800#, EXTREMOS EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, PUERTO COMPLETO, BONNET BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 602",PC
0701006,07,01,"VALVULA DE COMPUERTA, DIAMETRO 1"", CLASE  1500#, EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A105, VASTAGO ASCENDENTE, TRIM 16, PUERTO COMPLETO, BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 602, ESPECIFICACION DE PRUEBA API 598",PC
0701007,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 1-1/2"", CLASE CLASE  800#, EXTREMOS EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, PUERTO COMPLETO, BONNET BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 602",PC
0701008,07,01,"VALVULA DE COMPUERTA, DIAMETRO 1-1/2"", CLASE  1500#, EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A105, VASTAGO ASCENDENTE, TRIM 16, PUERTO COMPLETO, BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 602, ESPECIFICACION DE PRUEBA API 598",PC
0701009,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 2"", CLASE CLASE  800#, EXTREMOS EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, PUERTO COMPLETO, BONNET BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 602",PC
0701010,07,01,"VALVULA DE COMPUERTA, DIAMETRO 2"", CLASE  1500#, EXTREMOS CAJA PARA SOLDAR, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A105, VASTAGO ASCENDENTE, TRIM 16, PUERTO COMPLETO, BONNET ATORNILLADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 602, ESPECIFICACION DE PRUEBA API 598",PC
0701011,07,01,"VALVULA DE COMPUERTA, DIAMETRO 2"", CLASE 150#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701012,07,01,"VALVULA DE COMPUERTA, DIAMETRO 2"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701013,07,01,"VALVULA DE COMPUERTA, DIAMETRO 2"", CLASE 600#, EXTREMOS BRIDADOS, R.F, MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701014,07,01,"VALVULA DE COMPUERTA, DIAMETRO 3"", CLASE 150#, EXTREMOS BRIDADOS, R.F, MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701015,07,01,"VALVULA DE COMPUERTA, DIAMETRO 3"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701016,07,01,"VALVULA DE COMPUERTA, DIAMETRO 4"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701017,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 4"", CLASE CLASE  600#, EXTREMOS EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701018,07,01,"VALVULA DE COMPUERTA, VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 6"", CLASE CLASE  150#, EXTREMOS EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701019,07,01,"VALVULA DE COMPUERTA, DIAMETRO 6"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701020,07,01,"VALVULA DE COMPUERTA, DIAMETRO 6"", CLASE 600#, EXTREMOS BRIDADOS, R.F, MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701021,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 8"", CLASE CLASE  150#, EXTREMOS EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701022,07,01,"VALVULA DE COMPUERTA, DIAMETRO 8"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701023,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 8"", CLASE CLASE  600#, EXTREMOS EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701024,07,01,"VALVULA DE COMPUERTA, DIAMETRO 10"", CLASE  150#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701025,07,01,"VALVULA DE COMPUERTA, DIAMETRO 10"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701026,07,01,"VALVULA DE COMPUERTA, DIAMETRO 10"", CLASE  600#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON VOLANTE, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701027,07,01,"VALVULA DE COMPUERTA, DIAMETRO DIAMETRO 20"", CLASE CLASE  150#, EXTREMOS EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO MATERIAL DE CUERPO ACERO AL CARBON, VASTAGO VASTAGO ASCENDENTE, TRIM TRIM 16, BONNET BONNET BRIDADO, CON CAJA DE ENGRANES, TIPO OBTURADOR TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO ESPECIFICACION DE DISEÑO API 600/ISO 10434",PC
0701028,07,01,"VALVULA DE COMPUERTA, DIAMETRO 20"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON CAJA DE ENGRANES, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701029,07,01,"VALVULA DE COMPUERTA, DIAMETRO 20"", CLASE  600#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON CAJA DE ENGRANES, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701030,07,01,"VALVULA DE COMPUERTA, DIAMETRO 24"", CLASE  150#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON CAJA DE ENGRANES, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701031,07,01,"VALVULA DE COMPUERTA, DIAMETRO 24"", CLASE  300#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON CAJA DE ENGRANES, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701032,07,01,"VALVULA DE COMPUERTA, DIAMETRO 24"", CLASE  600#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON CAJA DE ENGRANES, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
0701033,07,01,"VALVULA DE COMPUERTA, DIAMETRO 30"", CLASE  150#, EXTREMOS BRIDADOS, RF, MATERIAL DE CUERPO ACERO AL CARBON, ASTM A216 GR. WCB, VASTAGO ASCENDENTE, TRIM 16, BONNET BRIDADO, CON CAJA DE ENGRANES, TIPO OBTURADOR CUÑA SOLIDA, NACE MR0175/ISO 15156, ESPECIFICACION DE DISEÑO API 600/ISO 10434, ESPECIFICACION DE PRUEBA API 598",PC
